                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     22,                0.64746,                0.43676,                0.82786,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.007921,               0.007921,               0.007921
                     23,                0.67468,                0.48917,                0.83129,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.007822,               0.007822,               0.007822
                     24,                0.57361,                0.60135,                0.82788,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.007723,               0.007723,               0.007723
                     25,                0.50993,                 0.4479,                 0.8156,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.007624,               0.007624,               0.007624
                     26,                0.60601,                0.53123,                0.83241,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.007525,               0.007525,               0.007525
                     27,                0.51602,                0.43786,                0.82512,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.007426,               0.007426,               0.007426
                     28,                0.62515,                0.45617,                 0.8327,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.007327,               0.007327,               0.007327
                     29,                0.49154,                0.42418,                0.82548,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.007228,               0.007228,               0.007228
                     30,                0.56034,                0.43869,                0.82659,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.007129,               0.007129,               0.007129
                     31,                0.52509,                0.41736,                0.82398,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                0.00703,                0.00703,                0.00703
                     32,                0.50534,                0.40851,                0.82562,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.006931,               0.006931,               0.006931
                     33,                0.52024,                0.38198,                0.82493,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.006832,               0.006832,               0.006832
                     34,                0.56394,                0.35625,                0.81937,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.006733,               0.006733,               0.006733
                     35,                0.52106,                0.35838,                0.82545,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.006634,               0.006634,               0.006634
                     36,                0.52695,                0.35071,                0.81197,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.006535,               0.006535,               0.006535
                     37,                0.51961,                0.34757,                0.81426,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.006436,               0.006436,               0.006436
                     38,                0.50163,                0.34535,                0.81417,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.006337,               0.006337,               0.006337
                     39,                0.49501,                 0.3314,                0.80974,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.006238,               0.006238,               0.006238
                     40,                0.52646,                0.34157,                0.80245,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.006139,               0.006139,               0.006139
                     41,                0.46099,                0.31798,                0.79763,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                0.00604,                0.00604,                0.00604
                     42,                0.44711,                0.33781,                0.80517,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.005941,               0.005941,               0.005941
                     43,                0.49481,                0.33524,                0.80534,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.005842,               0.005842,               0.005842
                     44,                0.46221,                0.33189,                0.81356,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.005743,               0.005743,               0.005743
                     45,                0.44027,                0.32666,                0.80354,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.005644,               0.005644,               0.005644
                     46,                0.48802,                0.33405,                0.80615,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.005545,               0.005545,               0.005545
                     47,                0.42909,                0.31382,                0.80509,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.005446,               0.005446,               0.005446
                     48,                  0.471,                 0.3401,                0.80894,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.005347,               0.005347,               0.005347
                     49,                 0.4198,                0.32425,                0.80167,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.005248,               0.005248,               0.005248
                     50,                0.44877,                0.32278,                0.80913,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.005149,               0.005149,               0.005149
                     51,                0.39071,                0.30197,                0.80783,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                0.00505,                0.00505,                0.00505
                     52,                0.47188,                0.32917,                0.81097,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.004951,               0.004951,               0.004951
                     53,                0.40345,                0.29637,                0.80313,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.004852,               0.004852,               0.004852
                     54,                0.40703,                0.30467,                0.80674,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.004753,               0.004753,               0.004753
                     55,                0.38102,                0.30382,                0.80494,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.004654,               0.004654,               0.004654
                     56,                0.37009,                 0.2941,                0.80094,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.004555,               0.004555,               0.004555
                     57,                0.41878,                0.29233,                0.80571,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.004456,               0.004456,               0.004456
                     58,                0.36776,                0.27691,                0.79989,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.004357,               0.004357,               0.004357
                     59,                0.43776,                0.29935,                0.80171,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.004258,               0.004258,               0.004258
                     60,                0.34789,                0.27596,                0.79741,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.004159,               0.004159,               0.004159
                     61,                0.40726,                0.31013,                  0.801,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                0.00406,                0.00406,                0.00406
                     62,                0.36291,                0.28633,                0.79558,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.003961,               0.003961,               0.003961
                     63,                0.38357,                0.29198,                0.79361,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.003862,               0.003862,               0.003862
                     64,                0.37785,                0.28528,                0.80083,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.003763,               0.003763,               0.003763
                     65,                0.33091,                0.26241,                0.79763,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.003664,               0.003664,               0.003664
                     66,                0.34298,                0.27868,                0.79646,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.003565,               0.003565,               0.003565
                     67,                0.35661,                 0.2803,                0.79682,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.003466,               0.003466,               0.003466
                     68,                0.32083,                0.26484,                0.78995,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.003367,               0.003367,               0.003367
                     69,                0.35826,                0.27093,                0.79879,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.003268,               0.003268,               0.003268
                     70,                0.32959,                 0.2703,                0.79718,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.003169,               0.003169,               0.003169
                     71,                0.31534,                0.26313,                0.79777,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                0.00307,                0.00307,                0.00307
                     72,                0.33106,                0.26696,                  0.795,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.002971,               0.002971,               0.002971
                     73,                0.29054,                0.25319,                0.79515,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.002872,               0.002872,               0.002872
                     74,                0.32945,                0.26688,                0.79334,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.002773,               0.002773,               0.002773
                     75,                0.28357,                 0.2475,                0.79559,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.002674,               0.002674,               0.002674
                     76,                0.30762,                0.25496,                0.79301,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.002575,               0.002575,               0.002575
                     77,                 0.2736,                0.24185,                 0.7958,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.002476,               0.002476,               0.002476
                     78,                0.29899,                0.24744,                0.79556,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.002377,               0.002377,               0.002377
                     79,                0.27275,                0.23648,                0.79749,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.002278,               0.002278,               0.002278
                     80,                0.30463,                0.24741,                0.78875,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.002179,               0.002179,               0.002179
                     81,                0.27124,                 0.2342,                0.79209,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                0.00208,                0.00208,                0.00208
                     82,                0.26706,                0.23231,                0.79208,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.001981,               0.001981,               0.001981
                     83,                0.29327,                0.24062,                0.79125,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.001882,               0.001882,               0.001882
                     84,                0.28662,                0.23768,                0.78696,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.001783,               0.001783,               0.001783
                     85,                0.26066,                 0.2288,                0.78754,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.001684,               0.001684,               0.001684
                     86,                0.25711,                0.22652,                0.78887,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.001585,               0.001585,               0.001585
                     87,                0.25947,                0.22698,                0.78787,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.001486,               0.001486,               0.001486
                     88,                0.26247,                 0.2262,                0.78975,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.001387,               0.001387,               0.001387
                     89,                0.24976,                0.22118,                0.79141,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.001288,               0.001288,               0.001288
                     90,                0.27496,                0.22302,                0.78813,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.001189,               0.001189,               0.001189
                     91,                0.24406,                0.21268,                0.78856,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,                0.00109,                0.00109,                0.00109
                     92,                0.25282,                0.21583,                0.78911,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.000991,               0.000991,               0.000991
                     93,                 0.2374,                0.20777,                0.78893,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.000892,               0.000892,               0.000892
                     94,                0.23573,                0.21042,                0.78366,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.000793,               0.000793,               0.000793
                     95,                0.22117,                 0.2039,                0.78387,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.000694,               0.000694,               0.000694
                     96,                0.21503,                0.20142,                0.79117,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.000595,               0.000595,               0.000595
                     97,                0.22491,                0.20422,                 0.7862,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.000496,               0.000496,               0.000496
                     98,                0.23457,                 0.2057,                0.78545,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.000397,               0.000397,               0.000397
                     99,                0.23158,                 0.2042,                0.78106,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,               0.000298,               0.000298,               0.000298
